locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofdfunctie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,2.07,2.08
Nieuwehagen (HW),2016-12-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,314,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,314,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren: ,WWB,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C.",WWC,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2016-12-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,0.31,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan ruimte 0.31,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,0.31,
Nieuwehagen (HW),2016-12-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan personeelsruimte eerste verdieping,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2016-12-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2016-12-21 11:43:49,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 116 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,116,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 116 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,116,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.06 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.06,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.06 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.06,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.13 (flexplek) wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.13,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.13 (flexplek) wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.13,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 239 tapkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,239,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.07,2.08
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,2.07,2.08
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,314,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,314,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren: ,WWB,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C.",WWC,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,0.31,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan ruimte 0.31,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,0.31,
Nieuwehagen (HW),2017-01-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan personeelsruimte eerste verdieping,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-01-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2017-01-17 10:33:33,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 116 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,116,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 116 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,116,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.06 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.06,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.06 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.06,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.13 (flexplek) wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.13,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.13 (flexplek) wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.13,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 239 tapkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,239,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.07,2.08
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,2.07,2.08
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,314,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting,Ruimte 314 wastafelmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,314,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Boiler: temperatuur,Ketelhuis (technische ruimte),Temperatuur van het uitgaande water periodiek controleren: ,WWB,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem / hoofdleiding:temperatuurcontrole,Ketelhuis (technische ruimte),"Temperatuur van het warmwatercirculatiesysteemcontroleren. Voer dit uit door het registreren van de temperatuur van het retour water, boven 60°C.",WWC,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan ruimte 0.31,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,0.31,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan ruimte 0.31,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,0.31,
Nieuwehagen (HW),2017-03-01,Maandelijks,< 25°C,Temperatuurmeting,Keukenmengkraan personeelsruimte eerste verdieping,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Temperatuurmeting close in boiler,Keukenmengkraan personeelsruimte eerste verdieping,Temperatuurcontrole.,WW,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond begane grond,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-03-01,Maandelijks,> 60°C,Warmwatercirculatie-systeem: deelringen,Systeem plafond tweede verdieping,Temperatuur van het warme water periodiek controleren aan het eind van de deelcirculatie. Bij constante meetwaarden volstaat maandelijks.,WWC,JA,,Servicedienst Nieuwehagen,2017-03-07 14:24:51,JA,,
Nieuwehagen (HW),2017-04-01,Maandelijks,< 25°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-04-12 09:47:30,JA,,
Nieuwehagen (HW),2017-04-01,Maandelijks,> 60°C,Temperatuurmeting,Kleedruimte heren kelder douchemengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-04-12 09:47:30,JA,,
Nieuwehagen (HW),2017-04-01,Maandelijks,< 25°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,KW,JA,,Servicedienst Nieuwehagen,2017-04-12 09:47:30,JA,,
Nieuwehagen (HW),2017-04-01,Maandelijks,> 60°C,Temperatuurmeting,Spoelruimte Begane grond PG afdeling keukenmengkraan,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van Legionellagroei blijft.,WW,JA,,Servicedienst Nieuwehagen,2017-04-12 09:47:30,JA,,
