locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofd- functie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Nieuwehagen (HW),2016-08-15,Wekelijks,Voorkomen stilstand van water,Spoelen: Ruimte 2.06 wastafelmengkraan,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-15 12:18:26,JA,2.06,
Nieuwehagen (HW),2016-08-15,Wekelijks,Voorkomen stilstand van water,Spoelen: Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-15 12:18:26,JA,2.07,2.08
Nieuwehagen (HW),2016-08-15,Wekelijks,Voorkomen stilstand van water,Spoelen: Ruimte 2.13 (flexplek) wastafelmengkraan,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-15 12:18:26,JA,2.13,
Nieuwehagen (HW),2016-08-15,Wekelijks,Voorkomen stilstand van water,Spoelen: Ruimte 314 wastafelmengkraan,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-15 12:18:26,JA,314,
Nieuwehagen (HW),2016-08-15,Wekelijks,Voorkomen stilstand van water,Spoelen: Appartementen/kamers & kantoren die langer dan één week leeg staan,Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-15 12:18:26,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,116,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,116,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.06,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.06,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.13,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.13,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 239 tapkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,239,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.07,2.08
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,2.07,2.08
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,314,
Nieuwehagen (HW),2016-08-29,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,314,
Nieuwehagen (HW),2016-08-29,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-29,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:22:54,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,116,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,116,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.06,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.06,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.13,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.13,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 239 tapkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,239,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.07,2.08
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,2.07,2.08
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,314,
Nieuwehagen (HW),2016-08-22,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,314,
Nieuwehagen (HW),2016-08-22,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-08-22,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-08-31 08:26:43,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte heren kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Kleedruimte dames kelder douchemengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,116,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 116 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,116,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.06,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.06 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.06,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.13,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.13 (flexplek) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.13,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Spoelruimte Bg afd. PG keukenmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 239 tapkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,239,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.07,2.08
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 2.07/2.08 (behandelkamer) wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,2.07,2.08
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,314,
Nieuwehagen (HW),2016-09-05,Wekelijks,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Ruimte 314 wastafelmengkraan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,314,
Nieuwehagen (HW),2016-09-05,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met koud water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
Nieuwehagen (HW),2016-09-05,Indien aan de orde,Voorkomen stilstand van water,Tappunten / leidingdelen: niet wekelijks gebruikt,Tappunten in Appartementen/kamers & kantoren die langer dan één week leeg staan,"Werkwijze: doorspoelen met warm water totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Nieuwehagen,2016-09-06 07:49:56,JA,,
